minute,value,match_id
4.0,7,12812994
5.0,9,12812994
6.0,11,12812994
7.0,12,12812994
8.0,13,12812994
9.0,49,12812994
10.0,61,12812994
11.0,30,12812994
12.0,9,12812994
13.0,9,12812994
14.0,14,12812994
15.0,23,12812994
16.0,9,12812994
17.0,5,12812994
18.0,4,12812994
19.0,10,12812994
20.0,20,12812994
21.0,47,12812994
22.0,26,12812994
23.0,19,12812994
24.0,20,12812994
25.0,15,12812994
26.0,10,12812994
27.0,10,12812994
28.0,9,12812994
29.0,21,12812994
30.0,59,12812994
31.0,34,12812994
32.0,20,12812994
33.0,46,12812994
34.0,42,12812994
35.0,61,12812994
36.0,54,12812994
37.0,38,12812994
38.0,30,12812994
39.0,19,12812994
40.0,28,12812994
41.0,-48,12812994
42.0,-22,12812994
43.0,-15,12812994
44.0,-53,12812994
45.0,-42,12812994
45.5,25,12812994
46.0,8,12812994
47.0,2,12812994
48.0,14,12812994
49.0,9,12812994
50.0,11,12812994
51.0,-10,12812994
52.0,10,12812994
53.0,60,12812994
54.0,43,12812994
55.0,1,12812994
56.0,10,12812994
57.0,22,12812994
58.0,14,12812994
59.0,27,12812994
60.0,26,12812994
61.0,20,12812994
62.0,49,12812994
63.0,28,12812994
64.0,43,12812994
65.0,52,12812994
66.0,43,12812994
67.0,24,12812994
68.0,19,12812994
69.0,15,12812994
70.0,12,12812994
71.0,17,12812994
72.0,15,12812994
73.0,14,12812994
74.0,21,12812994
75.0,36,12812994
76.0,39,12812994
77.0,29,12812994
78.0,35,12812994
79.0,26,12812994
80.0,15,12812994
81.0,16,12812994
82.0,18,12812994
83.0,15,12812994
84.0,19,12812994
85.0,14,12812994
86.0,27,12812994
87.0,25,12812994
88.0,87,12812994
89.0,46,12812994
90.0,26,12812994
90.5,24,12812994
1.0,4,12813017
2.0,7,12813017
3.0,-9,12813017
4.0,-12,12813017
5.0,-16,12813017
6.0,-18,12813017
7.0,-41,12813017
8.0,-15,12813017
9.0,-18,12813017
10.0,-21,12813017
11.0,-21,12813017
12.0,-9,12813017
13.0,-5,12813017
14.0,-2,12813017
15.0,1,12813017
16.0,-10,12813017
17.0,-37,12813017
18.0,-31,12813017
19.0,-27,12813017
20.0,-67,12813017
21.0,-49,12813017
22.0,-33,12813017
23.0,-6,12813017
24.0,-5,12813017
25.0,-12,12813017
26.0,-9,12813017
27.0,-7,12813017
28.0,-16,12813017
29.0,-30,12813017
30.0,-20,12813017
31.0,-9,12813017
32.0,-7,12813017
33.0,-2,12813017
34.0,2,12813017
35.0,27,12813017
36.0,41,12813017
37.0,18,12813017
38.0,-11,12813017
39.0,15,12813017
40.0,72,12813017
41.0,29,12813017
42.0,13,12813017
43.0,3,12813017
44.0,-10,12813017
45.0,-32,12813017
45.5,-54,12813017
46.0,2,12813017
47.0,-4,12813017
48.0,-1,12813017
49.0,3,12813017
50.0,2,12813017
51.0,2,12813017
52.0,5,12813017
53.0,41,12813017
54.0,75,12813017
55.0,70,12813017
56.0,76,12813017
57.0,38,12813017
58.0,-36,12813017
59.0,-40,12813017
60.0,-27,12813017
61.0,25,12813017
62.0,6,12813017
63.0,14,12813017
64.0,25,12813017
65.0,7,12813017
66.0,-8,12813017
67.0,-4,12813017
68.0,-7,12813017
69.0,-6,12813017
70.0,-3,12813017
71.0,-2,12813017
72.0,-1,12813017
73.0,-1,12813017
74.0,6,12813017
75.0,20,12813017
76.0,50,12813017
77.0,81,12813017
78.0,37,12813017
79.0,4,12813017
80.0,10,12813017
81.0,23,12813017
82.0,29,12813017
83.0,52,12813017
84.0,37,12813017
85.0,57,12813017
86.0,19,12813017
87.0,-18,12813017
88.0,-10,12813017
89.0,-25,12813017
90.0,-8,12813017
90.5,-4,12813017
91.0,2,12813017
92.0,-8,12813017
93.0,-66,12813017
94.0,-85,12813017
95.0,-49,12813017
96.0,-52,12813017
97.0,-25,12813017
98.0,-5,12813017
99.0,4,12813017
100.0,-9,12813017
101.0,3,12813017
102.0,15,12813017
103.0,12,12813017
104.0,25,12813017
105.0,43,12813017
105.5,-29,12813017
106.0,4,12813017
107.0,10,12813017
108.0,-10,12813017
109.0,29,12813017
110.0,-44,12813017
111.0,-71,12813017
112.0,-29,12813017
113.0,18,12813017
114.0,61,12813017
115.0,43,12813017
116.0,46,12813017
117.0,51,12813017
118.0,33,12813017
119.0,23,12813017
120.0,1,12813017
120.5,-9,12813017
1.0,-7,12813015
2.0,-14,12813015
3.0,-14,12813015
4.0,-18,12813015
5.0,-12,12813015
6.0,-9,12813015
7.0,-45,12813015
8.0,-19,12813015
9.0,30,12813015
10.0,73,12813015
11.0,41,12813015
12.0,25,12813015
13.0,13,12813015
14.0,17,12813015
15.0,-15,12813015
16.0,-6,12813015
17.0,24,12813015
18.0,21,12813015
19.0,21,12813015
20.0,-20,12813015
21.0,-9,12813015
22.0,-6,12813015
23.0,5,12813015
24.0,3,12813015
25.0,2,12813015
26.0,-2,12813015
27.0,-2,12813015
28.0,-14,12813015
29.0,9,12813015
30.0,2,12813015
31.0,2,12813015
32.0,-6,12813015
33.0,-10,12813015
34.0,-16,12813015
35.0,-14,12813015
36.0,-43,12813015
37.0,-44,12813015
38.0,-35,12813015
39.0,-39,12813015
40.0,-28,12813015
41.0,-9,12813015
42.0,-18,12813015
43.0,-36,12813015
44.0,-21,12813015
45.0,14,12813015
45.5,9,12813015
46.0,4,12813015
47.0,23,12813015
48.0,8,12813015
49.0,5,12813015
50.0,25,12813015
51.0,23,12813015
52.0,76,12813015
53.0,49,12813015
54.0,45,12813015
55.0,10,12813015
56.0,-20,12813015
57.0,-22,12813015
58.0,-21,12813015
59.0,-9,12813015
60.0,-34,12813015
61.0,-11,12813015
62.0,7,12813015
63.0,-19,12813015
64.0,-16,12813015
65.0,-74,12813015
66.0,-52,12813015
67.0,-58,12813015
68.0,-63,12813015
69.0,-34,12813015
70.0,-34,12813015
71.0,-48,12813015
72.0,-24,12813015
73.0,25,12813015
74.0,14,12813015
75.0,20,12813015
76.0,15,12813015
77.0,10,12813015
78.0,6,12813015
79.0,5,12813015
80.0,-3,12813015
81.0,2,12813015
82.0,2,12813015
83.0,3,12813015
84.0,3,12813015
85.0,-10,12813015
86.0,-1,12813015
87.0,3,12813015
88.0,6,12813015
89.0,54,12813015
90.0,42,12813015
90.5,82,12813015
91.0,8,12813015
92.0,13,12813015
93.0,50,12813015
94.0,76,12813015
95.0,65,12813015
96.0,99,12813015
97.0,45,12813015
98.0,20,12813015
99.0,-21,12813015
100.0,-4,12813015
101.0,-2,12813015
102.0,19,12813015
103.0,24,12813015
104.0,25,12813015
105.0,20,12813015
105.5,44,12813015
106.0,-15,12813015
107.0,-34,12813015
108.0,-4,12813015
109.0,17,12813015
110.0,26,12813015
111.0,25,12813015
112.0,75,12813015
113.0,42,12813015
114.0,22,12813015
115.0,6,12813015
116.0,7,12813015
117.0,2,12813015
118.0,5,12813015
119.0,-15,12813015
120.0,-5,12813015
120.5,44,12813015
1.0,5,15186502
2.0,11,15186502
3.0,12,15186502
4.0,11,15186502
5.0,11,15186502
6.0,11,15186502
7.0,18,15186502
8.0,22,15186502
9.0,69,15186502
10.0,33,15186502
11.0,12,15186502
12.0,-8,15186502
13.0,-10,15186502
14.0,-55,15186502
15.0,-49,15186502
16.0,-40,15186502
17.0,-24,15186502
18.0,-8,15186502
19.0,11,15186502
20.0,25,15186502
21.0,13,15186502
22.0,10,15186502
23.0,-38,15186502
24.0,-22,15186502
25.0,-32,15186502
26.0,-20,15186502
27.0,-12,15186502
28.0,-16,15186502
29.0,-38,15186502
30.0,-74,15186502
31.0,-40,15186502
32.0,41,15186502
33.0,22,15186502
34.0,43,15186502
35.0,40,15186502
36.0,21,15186502
37.0,-24,15186502
38.0,13,15186502
39.0,48,15186502
40.0,23,15186502
41.0,16,15186502
42.0,36,15186502
43.0,22,15186502
44.0,13,15186502
45.0,10,15186502
45.5,-20,15186502
46.0,-3,15186502
47.0,-24,15186502
48.0,-53,15186502
49.0,-20,15186502
50.0,30,15186502
51.0,11,15186502
52.0,7,15186502
53.0,15,15186502
54.0,8,15186502
55.0,-16,15186502
56.0,-45,15186502
57.0,-41,15186502
58.0,-18,15186502
59.0,-2,15186502
60.0,-11,15186502
61.0,-6,15186502
62.0,-24,15186502
63.0,-2,15186502
64.0,20,15186502
65.0,9,15186502
66.0,22,15186502
67.0,-27,15186502
68.0,-6,15186502
69.0,7,15186502
70.0,4,15186502
71.0,-2,15186502
72.0,-2,15186502
73.0,4,15186502
74.0,57,15186502
75.0,18,15186502
76.0,12,15186502
77.0,7,15186502
78.0,3,15186502
79.0,-7,15186502
80.0,-11,15186502
81.0,-14,15186502
82.0,-11,15186502
83.0,-26,15186502
84.0,-29,15186502
85.0,-24,15186502
86.0,-13,15186502
87.0,-24,15186502
88.0,-41,15186502
89.0,-14,15186502
90.0,-10,15186502
90.5,67,15186502
1.0,-4,15186769
2.0,27,15186769
3.0,22,15186769
4.0,-15,15186769
5.0,-2,15186769
6.0,-16,15186769
7.0,32,15186769
8.0,57,15186769
9.0,34,15186769
10.0,14,15186769
11.0,18,15186769
12.0,17,15186769
13.0,40,15186769
14.0,31,15186769
15.0,42,15186769
16.0,43,15186769
17.0,30,15186769
18.0,42,15186769
19.0,19,15186769
20.0,16,15186769
21.0,43,15186769
22.0,32,15186769
23.0,49,15186769
24.0,35,15186769
25.0,20,15186769
26.0,9,15186769
27.0,7,15186769
28.0,-42,15186769
29.0,-13,15186769
30.0,-8,15186769
31.0,-6,15186769
32.0,-17,15186769
33.0,24,15186769
34.0,10,15186769
35.0,7,15186769
36.0,5,15186769
37.0,5,15186769
38.0,2,15186769
39.0,2,15186769
40.0,50,15186769
41.0,31,15186769
42.0,16,15186769
43.0,21,15186769
44.0,10,15186769
45.0,-5,15186769
45.5,-14,15186769
46.0,-3,15186769
47.0,-4,15186769
48.0,-5,15186769
49.0,-6,15186769
50.0,-6,15186769
51.0,-6,15186769
52.0,-6,15186769
53.0,31,15186769
54.0,23,15186769
55.0,56,15186769
56.0,36,15186769
57.0,29,15186769
58.0,47,15186769
59.0,32,15186769
60.0,93,15186769
61.0,53,15186769
62.0,37,15186769
63.0,26,15186769
64.0,20,15186769
65.0,9,15186769
66.0,4,15186769
67.0,33,15186769
68.0,18,15186769
69.0,9,15186769
70.0,44,15186769
71.0,39,15186769
72.0,37,15186769
73.0,29,15186769
74.0,-40,15186769
75.0,-23,15186769
76.0,-58,15186769
77.0,-53,15186769
78.0,-23,15186769
79.0,-2,15186769
80.0,49,15186769
81.0,50,15186769
82.0,38,15186769
83.0,63,15186769
84.0,28,15186769
85.0,17,15186769
86.0,7,15186769
87.0,2,15186769
88.0,46,15186769
89.0,25,15186769
90.0,44,15186769
90.5,38,15186769
1.0,5,15186770
2.0,38,15186770
3.0,95,15186770
4.0,62,15186770
5.0,100,15186770
6.0,70,15186770
7.0,30,15186770
8.0,15,15186770
9.0,-16,15186770
10.0,-31,15186770
11.0,-35,15186770
12.0,-18,15186770
13.0,-9,15186770
14.0,8,15186770
15.0,-7,15186770
16.0,23,15186770
17.0,-31,15186770
18.0,-25,15186770
19.0,-33,15186770
20.0,-3,15186770
21.0,-15,15186770
22.0,-15,15186770
23.0,-38,15186770
24.0,-23,15186770
25.0,-16,15186770
26.0,-10,15186770
27.0,21,15186770
28.0,21,15186770
29.0,-22,15186770
30.0,6,15186770
31.0,6,15186770
32.0,8,15186770
33.0,9,15186770
34.0,13,15186770
35.0,13,15186770
36.0,13,15186770
37.0,13,15186770
38.0,38,15186770
39.0,3,15186770
40.0,17,15186770
41.0,15,15186770
42.0,-25,15186770
43.0,-5,15186770
44.0,14,15186770
45.0,4,15186770
45.5,67,15186770
46.0,-5,15186770
47.0,-8,15186770
48.0,-10,15186770
49.0,12,15186770
50.0,-5,15186770
51.0,4,15186770
52.0,-16,15186770
53.0,-58,15186770
54.0,-33,15186770
55.0,-16,15186770
56.0,-29,15186770
57.0,-11,15186770
58.0,15,15186770
59.0,5,15186770
60.0,-3,15186770
61.0,25,15186770
62.0,12,15186770
63.0,3,15186770
64.0,-4,15186770
65.0,-6,15186770
66.0,-8,15186770
67.0,-42,15186770
68.0,-31,15186770
69.0,-16,15186770
70.0,-8,15186770
71.0,-3,15186770
72.0,4,15186770
73.0,3,15186770
74.0,-35,15186770
75.0,-19,15186770
76.0,-16,15186770
77.0,-23,15186770
78.0,-12,15186770
79.0,-6,15186770
80.0,4,15186770
81.0,-27,15186770
82.0,-23,15186770
83.0,-24,15186770
84.0,-21,15186770
85.0,-16,15186770
86.0,-10,15186770
87.0,-29,15186770
88.0,-14,15186770
89.0,-3,15186770
90.0,-2,15186770
90.5,-47,15186770
1.0,-6,15186740
2.0,40,15186740
3.0,-45,15186740
4.0,-21,15186740
5.0,-20,15186740
6.0,-25,15186740
7.0,-19,15186740
8.0,-28,15186740
9.0,-34,15186740
10.0,-22,15186740
11.0,-14,15186740
12.0,-12,15186740
13.0,-13,15186740
14.0,-11,15186740
15.0,-16,15186740
16.0,-28,15186740
17.0,-20,15186740
18.0,-15,15186740
19.0,-13,15186740
20.0,-19,15186740
21.0,-17,15186740
22.0,-22,15186740
23.0,26,15186740
24.0,-17,15186740
25.0,-12,15186740
26.0,-13,15186740
27.0,-14,15186740
28.0,-14,15186740
29.0,-43,15186740
30.0,-21,15186740
31.0,-14,15186740
32.0,12,15186740
33.0,6,15186740
34.0,-63,15186740
35.0,-37,15186740
36.0,30,15186740
37.0,14,15186740
38.0,2,15186740
39.0,-10,15186740
40.0,-10,15186740
41.0,-9,15186740
42.0,30,15186740
43.0,19,15186740
44.0,11,15186740
45.0,20,15186740
45.5,-10,15186740
46.0,-15,15186740
47.0,-23,15186740
48.0,-33,15186740
49.0,-23,15186740
50.0,15,15186740
51.0,-14,15186740
52.0,-15,15186740
53.0,-11,15186740
54.0,-48,15186740
55.0,-34,15186740
56.0,-43,15186740
57.0,-29,15186740
58.0,-23,15186740
59.0,-16,15186740
60.0,-13,15186740
61.0,-28,15186740
62.0,44,15186740
63.0,-38,15186740
64.0,-67,15186740
65.0,-51,15186740
66.0,-40,15186740
67.0,-54,15186740
68.0,-46,15186740
69.0,-60,15186740
70.0,-35,15186740
71.0,-22,15186740
72.0,-4,15186740
73.0,-47,15186740
74.0,-66,15186740
75.0,-46,15186740
76.0,-34,15186740
77.0,-28,15186740
78.0,-19,15186740
79.0,-15,15186740
80.0,-34,15186740
81.0,-83,15186740
82.0,-75,15186740
83.0,-81,15186740
84.0,-50,15186740
85.0,-30,15186740
86.0,-41,15186740
87.0,-24,15186740
88.0,-26,15186740
89.0,-6,15186740
90.0,-57,15186740
90.5,-21,15186740
1.0,8,15186858
2.0,9,15186858
3.0,24,15186858
4.0,50,15186858
5.0,35,15186858
6.0,63,15186858
7.0,67,15186858
8.0,44,15186858
9.0,31,15186858
10.0,60,15186858
11.0,54,15186858
12.0,36,15186858
13.0,30,15186858
14.0,33,15186858
15.0,19,15186858
16.0,23,15186858
17.0,45,15186858
18.0,28,15186858
19.0,-44,15186858
20.0,29,15186858
21.0,48,15186858
22.0,62,15186858
23.0,67,15186858
24.0,48,15186858
25.0,25,15186858
26.0,14,15186858
27.0,5,15186858
28.0,-22,15186858
29.0,-22,15186858
30.0,-26,15186858
31.0,29,15186858
32.0,16,15186858
33.0,14,15186858
34.0,-18,15186858
35.0,-21,15186858
36.0,20,15186858
37.0,30,15186858
38.0,17,15186858
39.0,51,15186858
40.0,23,15186858
41.0,-18,15186858
42.0,65,15186858
43.0,64,15186858
44.0,6,15186858
45.0,-10,15186858
45.5,30,15186858
46.0,-2,15186858
47.0,3,15186858
48.0,28,15186858
49.0,26,15186858
50.0,10,15186858
51.0,-12,15186858
52.0,-35,15186858
53.0,-22,15186858
54.0,14,15186858
55.0,-5,15186858
56.0,9,15186858
57.0,10,15186858
58.0,13,15186858
59.0,49,15186858
60.0,49,15186858
61.0,43,15186858
62.0,22,15186858
63.0,-28,15186858
64.0,24,15186858
65.0,13,15186858
66.0,11,15186858
67.0,65,15186858
68.0,46,15186858
69.0,23,15186858
70.0,18,15186858
71.0,15,15186858
72.0,10,15186858
73.0,7,15186858
74.0,45,15186858
75.0,67,15186858
76.0,45,15186858
77.0,33,15186858
78.0,29,15186858
79.0,-37,15186858
80.0,-9,15186858
81.0,8,15186858
82.0,-3,15186858
83.0,19,15186858
84.0,51,15186858
85.0,30,15186858
86.0,14,15186858
87.0,12,15186858
88.0,31,15186858
89.0,15,15186858
90.0,9,15186858
90.5,21,15186858
1.0,11,15186672
2.0,14,15186672
3.0,15,15186672
4.0,16,15186672
5.0,16,15186672
6.0,30,15186672
7.0,26,15186672
8.0,32,15186672
9.0,12,15186672
10.0,15,15186672
11.0,15,15186672
12.0,16,15186672
13.0,60,15186672
14.0,60,15186672
15.0,52,15186672
16.0,47,15186672
17.0,51,15186672
18.0,60,15186672
19.0,36,15186672
20.0,30,15186672
21.0,23,15186672
22.0,21,15186672
23.0,17,15186672
24.0,11,15186672
25.0,11,15186672
26.0,39,15186672
27.0,39,15186672
28.0,28,15186672
29.0,23,15186672
30.0,19,15186672
31.0,16,15186672
32.0,4,15186672
33.0,12,15186672
34.0,16,15186672
35.0,17,15186672
36.0,26,15186672
37.0,56,15186672
38.0,38,15186672
39.0,19,15186672
40.0,15,15186672
41.0,7,15186672
42.0,-9,15186672
43.0,-16,15186672
44.0,-33,15186672
45.0,-11,15186672
45.5,16,15186672
46.0,1,15186672
47.0,2,15186672
48.0,21,15186672
49.0,9,15186672
50.0,-23,15186672
51.0,-9,15186672
52.0,-3,15186672
53.0,16,15186672
54.0,-28,15186672
55.0,15,15186672
56.0,24,15186672
57.0,32,15186672
58.0,46,15186672
59.0,43,15186672
60.0,48,15186672
61.0,29,15186672
62.0,23,15186672
63.0,78,15186672
64.0,82,15186672
65.0,76,15186672
66.0,54,15186672
67.0,43,15186672
68.0,23,15186672
69.0,54,15186672
70.0,62,15186672
71.0,43,15186672
72.0,32,15186672
73.0,26,15186672
74.0,23,15186672
75.0,25,15186672
76.0,21,15186672
77.0,43,15186672
78.0,27,15186672
79.0,22,15186672
80.0,27,15186672
81.0,9,15186672
82.0,7,15186672
83.0,23,15186672
84.0,7,15186672
85.0,31,15186672
86.0,61,15186672
87.0,44,15186672
88.0,100,15186672
89.0,89,15186672
90.0,68,15186672
90.5,95,15186672
1.0,-3,15186520
2.0,-34,15186520
3.0,-24,15186520
4.0,-17,15186520
5.0,22,15186520
6.0,3,15186520
7.0,5,15186520
8.0,-10,15186520
9.0,-3,15186520
10.0,9,15186520
11.0,5,15186520
12.0,4,15186520
13.0,9,15186520
14.0,15,15186520
15.0,3,15186520
16.0,-6,15186520
17.0,-8,15186520
18.0,-10,15186520
19.0,-12,15186520
20.0,-12,15186520
21.0,-12,15186520
22.0,-61,15186520
23.0,70,15186520
24.0,-61,15186520
25.0,-25,15186520
26.0,-15,15186520
27.0,-5,15186520
28.0,-6,15186520
29.0,-28,15186520
30.0,-24,15186520
31.0,-33,15186520
32.0,-27,15186520
33.0,-24,15186520
34.0,-55,15186520
35.0,-52,15186520
36.0,-43,15186520
37.0,-33,15186520
38.0,30,15186520
39.0,6,15186520
40.0,24,15186520
41.0,11,15186520
42.0,3,15186520
43.0,-6,15186520
44.0,-12,15186520
45.0,-20,15186520
45.5,-46,15186520
46.0,9,15186520
47.0,-6,15186520
48.0,-11,15186520
49.0,-12,15186520
50.0,-17,15186520
51.0,-9,15186520
52.0,-2,15186520
53.0,21,15186520
54.0,-14,15186520
55.0,-15,15186520
56.0,-8,15186520
57.0,40,15186520
58.0,-80,15186520
59.0,-40,15186520
60.0,49,15186520
61.0,7,15186520
62.0,1,15186520
63.0,22,15186520
64.0,-17,15186520
65.0,26,15186520
66.0,12,15186520
67.0,9,15186520
68.0,26,15186520
69.0,100,15186520
70.0,73,15186520
71.0,44,15186520
72.0,27,15186520
73.0,16,15186520
74.0,12,15186520
75.0,-9,15186520
76.0,6,15186520
77.0,4,15186520
78.0,30,15186520
79.0,18,15186520
80.0,69,15186520
81.0,37,15186520
82.0,22,15186520
83.0,11,15186520
84.0,-31,15186520
85.0,-20,15186520
86.0,-12,15186520
87.0,-8,15186520
88.0,-5,15186520
89.0,13,15186520
90.0,6,15186520
90.5,21,15186520
1.0,-2,15186713
2.0,-18,15186713
3.0,-3,15186713
4.0,5,15186713
5.0,88,15186713
6.0,62,15186713
7.0,51,15186713
8.0,33,15186713
9.0,22,15186713
10.0,13,15186713
11.0,18,15186713
12.0,83,15186713
13.0,55,15186713
14.0,41,15186713
15.0,54,15186713
16.0,78,15186713
17.0,46,15186713
18.0,65,15186713
19.0,63,15186713
20.0,31,15186713
21.0,32,15186713
22.0,25,15186713
23.0,24,15186713
24.0,52,15186713
25.0,33,15186713
26.0,15,15186713
27.0,15,15186713
28.0,12,15186713
29.0,11,15186713
30.0,14,15186713
31.0,27,15186713
32.0,8,15186713
33.0,3,15186713
34.0,13,15186713
35.0,-26,15186713
36.0,-17,15186713
37.0,-37,15186713
38.0,-21,15186713
39.0,-11,15186713
40.0,-12,15186713
41.0,35,15186713
42.0,19,15186713
43.0,1,15186713
44.0,-4,15186713
45.0,-50,15186713
45.5,23,15186713
46.0,2,15186713
47.0,8,15186713
48.0,22,15186713
49.0,23,15186713
50.0,27,15186713
51.0,86,15186713
52.0,72,15186713
53.0,12,15186713
54.0,15,15186713
55.0,20,15186713
56.0,5,15186713
57.0,-2,15186713
58.0,-5,15186713
59.0,-4,15186713
60.0,16,15186713
61.0,22,15186713
62.0,43,15186713
63.0,42,15186713
64.0,64,15186713
65.0,52,15186713
66.0,27,15186713
67.0,16,15186713
68.0,17,15186713
69.0,21,15186713
70.0,12,15186713
71.0,9,15186713
72.0,6,15186713
73.0,-9,15186713
74.0,-8,15186713
75.0,-17,15186713
76.0,28,15186713
77.0,11,15186713
78.0,8,15186713
79.0,1,15186713
80.0,-9,15186713
81.0,-11,15186713
82.0,-4,15186713
83.0,28,15186713
84.0,29,15186713
85.0,19,15186713
86.0,28,15186713
87.0,41,15186713
88.0,27,15186713
89.0,2,15186713
90.0,-7,15186713
90.5,-78,15186713
1.0,6,15186829
2.0,41,15186829
3.0,65,15186829
4.0,65,15186829
5.0,40,15186829
6.0,16,15186829
7.0,8,15186829
8.0,2,15186829
9.0,-16,15186829
10.0,19,15186829
11.0,-14,15186829
12.0,13,15186829
13.0,5,15186829
14.0,-9,15186829
15.0,-13,15186829
16.0,-28,15186829
17.0,33,15186829
18.0,23,15186829
19.0,14,15186829
20.0,27,15186829
21.0,28,15186829
22.0,28,15186829
23.0,23,15186829
24.0,15,15186829
25.0,12,15186829
26.0,10,15186829
27.0,19,15186829
28.0,27,15186829
29.0,56,15186829
30.0,29,15186829
31.0,14,15186829
32.0,-9,15186829
33.0,56,15186829
34.0,33,15186829
35.0,45,15186829
36.0,27,15186829
37.0,46,15186829
38.0,39,15186829
39.0,60,15186829
40.0,41,15186829
41.0,22,15186829
42.0,-15,15186829
43.0,-40,15186829
44.0,-19,15186829
45.0,-14,15186829
45.5,-65,15186829
46.0,-6,15186829
47.0,16,15186829
48.0,5,15186829
49.0,3,15186829
50.0,2,15186829
51.0,2,15186829
52.0,8,15186829
53.0,13,15186829
54.0,13,15186829
55.0,7,15186829
56.0,16,15186829
57.0,19,15186829
58.0,-20,15186829
59.0,-2,15186829
60.0,9,15186829
61.0,-16,15186829
62.0,-41,15186829
63.0,-20,15186829
64.0,-13,15186829
65.0,-4,15186829
66.0,19,15186829
67.0,-27,15186829
68.0,-14,15186829
69.0,-30,15186829
70.0,-19,15186829
71.0,-15,15186829
72.0,-8,15186829
73.0,-20,15186829
74.0,-11,15186829
75.0,13,15186829
76.0,16,15186829
77.0,12,15186829
78.0,17,15186829
79.0,20,15186829
80.0,23,15186829
81.0,58,15186829
82.0,31,15186829
83.0,9,15186829
84.0,20,15186829
85.0,1,15186829
86.0,10,15186829
87.0,-6,15186829
88.0,-8,15186829
89.0,-5,15186829
90.0,-6,15186829
90.5,-54,15186829
1.0,-12,15186821
2.0,-5,15186821
3.0,-9,15186821
4.0,-15,15186821
5.0,10,15186821
6.0,30,15186821
7.0,19,15186821
8.0,23,15186821
9.0,22,15186821
10.0,14,15186821
11.0,41,15186821
12.0,68,15186821
13.0,45,15186821
14.0,29,15186821
15.0,26,15186821
16.0,10,15186821
17.0,7,15186821
18.0,39,15186821
19.0,11,15186821
20.0,-52,15186821
21.0,-29,15186821
22.0,-23,15186821
23.0,-13,15186821
24.0,-1,15186821
25.0,7,15186821
26.0,1,15186821
27.0,2,15186821
28.0,-3,15186821
29.0,7,15186821
30.0,-4,15186821
31.0,8,15186821
32.0,20,15186821
33.0,-32,15186821
34.0,-6,15186821
35.0,-2,15186821
36.0,11,15186821
37.0,26,15186821
38.0,39,15186821
39.0,28,15186821
40.0,-25,15186821
41.0,-6,15186821
42.0,-51,15186821
43.0,-47,15186821
44.0,-48,15186821
45.0,-44,15186821
45.5,21,15186821
46.0,-5,15186821
47.0,31,15186821
48.0,19,15186821
49.0,6,15186821
50.0,6,15186821
51.0,47,15186821
52.0,28,15186821
53.0,10,15186821
54.0,8,15186821
55.0,7,15186821
56.0,2,15186821
57.0,-28,15186821
58.0,-1,15186821
59.0,6,15186821
60.0,19,15186821
61.0,-12,15186821
62.0,-65,15186821
63.0,-43,15186821
64.0,-33,15186821
65.0,-23,15186821
66.0,-17,15186821
67.0,-10,15186821
68.0,-34,15186821
69.0,-47,15186821
70.0,-34,15186821
71.0,-65,15186821
72.0,-39,15186821
73.0,-19,15186821
74.0,-11,15186821
75.0,-7,15186821
76.0,-30,15186821
77.0,-19,15186821
78.0,-41,15186821
79.0,-77,15186821
80.0,-26,15186821
81.0,-11,15186821
82.0,20,15186821
83.0,24,15186821
84.0,26,15186821
85.0,17,15186821
86.0,12,15186821
87.0,-24,15186821
88.0,-20,15186821
89.0,-16,15186821
90.0,-35,15186821
90.5,-117,15186821
1.0,5,15186864
2.0,8,15186864
3.0,10,15186864
4.0,11,15186864
5.0,12,15186864
6.0,19,15186864
7.0,22,15186864
8.0,-17,15186864
9.0,5,15186864
10.0,-2,15186864
11.0,-24,15186864
12.0,-23,15186864
13.0,73,15186864
14.0,31,15186864
15.0,47,15186864
16.0,26,15186864
17.0,20,15186864
18.0,16,15186864
19.0,7,15186864
20.0,17,15186864
21.0,10,15186864
22.0,19,15186864
23.0,54,15186864
24.0,35,15186864
25.0,23,15186864
26.0,16,15186864
27.0,-21,15186864
28.0,-4,15186864
29.0,37,15186864
30.0,100,15186864
31.0,71,15186864
32.0,29,15186864
33.0,22,15186864
34.0,-23,15186864
35.0,-8,15186864
36.0,41,15186864
37.0,17,15186864
38.0,11,15186864
39.0,10,15186864
40.0,38,15186864
41.0,30,15186864
42.0,22,15186864
43.0,27,15186864
44.0,22,15186864
45.0,13,15186864
45.5,99,15186864
46.0,9,15186864
47.0,11,15186864
48.0,16,15186864
49.0,18,15186864
50.0,20,15186864
51.0,40,15186864
52.0,56,15186864
53.0,31,15186864
54.0,30,15186864
55.0,20,15186864
56.0,16,15186864
57.0,13,15186864
58.0,14,15186864
59.0,24,15186864
60.0,20,15186864
61.0,71,15186864
62.0,47,15186864
63.0,34,15186864
64.0,21,15186864
65.0,26,15186864
66.0,36,15186864
67.0,27,15186864
68.0,14,15186864
69.0,17,15186864
70.0,15,15186864
71.0,20,15186864
72.0,17,15186864
73.0,23,15186864
74.0,28,15186864
75.0,23,15186864
76.0,19,15186864
77.0,30,15186864
78.0,87,15186864
79.0,65,15186864
80.0,39,15186864
81.0,35,15186864
82.0,10,15186864
83.0,3,15186864
84.0,7,15186864
85.0,7,15186864
86.0,6,15186864
87.0,23,15186864
88.0,24,15186864
89.0,68,15186864
